TransactionID,BranchID,City,Date,Amount,Status
MU050082,MU-5,Mumbai,2024-03-23,4543,Success
MU050083,MU-5,Mumbai,2024-03-24,1679,Failed
MU050084,MU-5,Mumbai,2024-03-25,7319,Success
MU050085,MU-5,Mumbai,2024-03-26,5166,Failed
MU050086,MU-5,Mumbai,2024-03-27,2773,Failed
MU050087,MU-5,Mumbai,2024-03-28,1557,Success
MU050088,MU-5,Mumbai,2024-03-29,3007,Failed
MU050089,MU-5,Mumbai,2024-03-30,2386,Failed
MU050090,MU-5,Mumbai,2024-03-31,1631,Failed
MU050091,MU-5,Mumbai,2024-04-01,8412,Failed
MU050092,MU-5,Mumbai,2024-04-02,3263,Success
MU050093,MU-5,Mumbai,2024-04-03,6824,Failed
MU050094,MU-5,Mumbai,2024-04-04,7330,Failed
MU050095,MU-5,Mumbai,2024-04-05,8970,Failed
MU050096,MU-5,Mumbai,2024-04-06,5368,Success
MU050097,MU-5,Mumbai,2024-04-07,5623,Failed
MU050098,MU-5,Mumbai,2024-04-08,7798,Failed
MU050099,MU-5,Mumbai,2024-04-09,6945,Failed
MU050100,MU-5,Mumbai,2024-04-10,2944,Failed
MU050101,MU-5,Mumbai,2024-04-11,8661,Failed
MU050102,MU-5,Mumbai,2024-04-12,2988,Failed
MU050103,MU-5,Mumbai,2024-04-13,152,Success
MU050104,MU-5,Mumbai,2024-04-14,2594,Success
MU050105,MU-5,Mumbai,2024-04-15,3263,Success
MU050106,MU-5,Mumbai,2024-04-16,7747,Success
MU050107,MU-5,Mumbai,2024-04-17,5743,Success
MU050108,MU-5,Mumbai,2024-04-18,1687,Failed
MU050109,MU-5,Mumbai,2024-04-19,5445,Success
MU050110,MU-5,Mumbai,2024-04-20,1511,Success
MU050111,MU-5,Mumbai,2024-04-21,6060,Failed
MU050112,MU-5,Mumbai,2024-04-22,4853,Success
MU050113,MU-5,Mumbai,2024-04-23,457,Success
MU050114,MU-5,Mumbai,2024-04-24,8555,Success
MU050115,MU-5,Mumbai,2024-04-25,8942,Success
MU050116,MU-5,Mumbai,2024-04-26,467,Failed
MU050117,MU-5,Mumbai,2024-04-27,5196,Failed
MU050118,MU-5,Mumbai,2024-04-28,3747,Success
MU050119,MU-5,Mumbai,2024-04-29,1431,Failed
MU050120,MU-5,Mumbai,2024-04-30,1916,Success
MU050121,MU-5,Mumbai,2024-05-01,7684,Success
MU050122,MU-5,Mumbai,2024-05-02,3125,Success
MU050123,MU-5,Mumbai,2024-05-03,7094,Failed
MU050124,MU-5,Mumbai,2024-05-04,5000,Failed
MU050125,MU-5,Mumbai,2024-05-05,8125,Failed
MU050126,MU-5,Mumbai,2024-05-06,5438,Failed
MU050127,MU-5,Mumbai,2024-05-07,6996,Failed
MU050128,MU-5,Mumbai,2024-05-08,4815,Failed
MU050129,MU-5,Mumbai,2024-05-09,1361,Success
MU050130,MU-5,Mumbai,2024-05-10,9728,Failed
MU050131,MU-5,Mumbai,2024-05-11,390,Success
MU050132,MU-5,Mumbai,2024-05-12,7776,Success
MU050133,MU-5,Mumbai,2024-05-13,9263,Success
MU050134,MU-5,Mumbai,2024-05-14,8847,Failed
MU050135,MU-5,Mumbai,2024-05-15,1733,Success
MU050136,MU-5,Mumbai,2024-05-16,3591,Success
MU050137,MU-5,Mumbai,2024-05-17,4361,Failed
MU050138,MU-5,Mumbai,2024-05-18,6640,Success
MU050139,MU-5,Mumbai,2024-05-19,3463,Failed
MU050140,MU-5,Mumbai,2024-05-20,311,Failed
MU050141,MU-5,Mumbai,2024-05-21,2754,Success
MU050142,MU-5,Mumbai,2024-05-22,1123,Success
MU050143,MU-5,Mumbai,2024-05-23,2508,Success
MU050144,MU-5,Mumbai,2024-05-24,1110,Failed
MU050145,MU-5,Mumbai,2024-05-25,5952,Success
MU050146,MU-5,Mumbai,2024-05-26,6552,Success
MU050147,MU-5,Mumbai,2024-05-27,192,Failed
MU050148,MU-5,Mumbai,2024-05-28,7547,Failed
MU050149,MU-5,Mumbai,2024-05-29,4988,Failed
MU050150,MU-5,Mumbai,2024-05-30,5479,Failed
MU050151,MU-5,Mumbai,2024-05-31,1189,Failed
MU050152,MU-5,Mumbai,2024-06-01,4602,Success
MU050153,MU-5,Mumbai,2024-06-02,1843,Success
MU050154,MU-5,Mumbai,2024-06-03,4491,Failed
MU050155,MU-5,Mumbai,2024-06-04,2728,Success
MU050156,MU-5,Mumbai,2024-06-05,595,Success
MU050157,MU-5,Mumbai,2024-06-06,7584,Failed
MU050158,MU-5,Mumbai,2024-06-07,3994,Failed
MU050159,MU-5,Mumbai,2024-06-08,5796,Success
MU050160,MU-5,Mumbai,2024-06-09,3599,Failed
MU050161,MU-5,Mumbai,2024-06-10,1697,Failed
MU050162,MU-5,Mumbai,2024-06-11,5083,Failed
MU050163,MU-5,Mumbai,2024-06-12,339,Success
MU050164,MU-5,Mumbai,2024-06-13,5658,Success
MU050165,MU-5,Mumbai,2024-06-14,5695,Failed
MU050166,MU-5,Mumbai,2024-06-15,772,Success
MU050167,MU-5,Mumbai,2024-06-16,1089,Success
MU050168,MU-5,Mumbai,2024-06-17,142,Failed
MU050169,MU-5,Mumbai,2024-06-18,4644,Success
MU050170,MU-5,Mumbai,2024-06-19,6443,Failed
MU050171,MU-5,Mumbai,2024-06-20,4330,Success
MU050172,MU-5,Mumbai,2024-06-21,1498,Failed
MU050173,MU-5,Mumbai,2024-06-22,5062,Success
MU050174,MU-5,Mumbai,2024-06-23,5067,Success
MU050175,MU-5,Mumbai,2024-06-24,1971,Success
MU050176,MU-5,Mumbai,2024-06-25,3858,Failed
MU050177,MU-5,Mumbai,2024-06-26,8305,Failed
MU050178,MU-5,Mumbai,2024-06-27,7757,Success
MU050179,MU-5,Mumbai,2024-06-28,4116,Success
MU050180,MU-5,Mumbai,2024-06-29,9503,Failed
MU050181,MU-5,Mumbai,2024-06-30,3423,Success
MU050182,MU-5,Mumbai,2024-07-01,596,Failed
MU050183,MU-5,Mumbai,2024-07-02,2948,Failed
MU050184,MU-5,Mumbai,2024-07-03,2063,Failed
MU050185,MU-5,Mumbai,2024-07-04,3010,Success
MU050186,MU-5,Mumbai,2024-07-05,3970,Failed
MU050187,MU-5,Mumbai,2024-07-06,7994,Success
MU050188,MU-5,Mumbai,2024-07-07,5622,Success
MU050189,MU-5,Mumbai,2024-07-08,4512,Failed
MU050190,MU-5,Mumbai,2024-07-09,4124,Success
MU050191,MU-5,Mumbai,2024-07-10,2630,Success
MU050192,MU-5,Mumbai,2024-07-11,3468,Failed
MU050193,MU-5,Mumbai,2024-07-12,9352,Failed
MU050194,MU-5,Mumbai,2024-07-13,7227,Success
MU050195,MU-5,Mumbai,2024-07-14,6600,Success
MU050196,MU-5,Mumbai,2024-07-15,4847,Failed
MU050197,MU-5,Mumbai,2024-07-16,8048,Failed
MU050198,MU-5,Mumbai,2024-07-17,7109,Success
MU050199,MU-5,Mumbai,2024-07-18,6417,Failed
